username,Test #1,Test #2,Test #3,Test #4,Test #5,Test #6,Test #7,Test #8,Test #9,Test #10,Test #11,Test #12,Test #13,Test #14,Test #15,Test #16,Test #17,Test #18,Test #19,Test #20,Test #21,Test #22,Test #23,Test #24,Test #25,Test #26,Test #27,Test #28,Test #29,Test #30,Test #31,Test #32,Test #33,Test #34,Separate maps implementation, Concurrent map implementation,Separate maps commit log,Concurrent map commit log,Part 1 Subtotal (separate),Part 1 Subtotal (concurrent),Part 2 Subtotal,Total
c6hong,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,7.5,40,45,15,100
